Voyage_ID,Date,Ship_Type,Route_Type,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weekly_Voyage_Count,Weather_Condition
41,2024-03-10,Container Ship,Short-haul,22.89761307150617,2450.57930754869,1229.5661034203802,6.420262480492253,7,Moderate
42,2024-03-17,Fish Carrier,Short-haul,19.419071552067702,709.2839931663912,524.8495811117816,7.788782500287694,1,Calm
43,2024-03-24,Tanker,,19.089415763654102,1095.2398365567387,1801.174941419045,14.0867307221559,3,
44,2024-03-31,Bulk Carrier,Short-haul,21.61731105917084,2065.651623283483,1940.0107153660333,9.754800101390284,1,Rough
45,2024-04-07,Container Ship,Transoceanic,16.010102651309822,2523.3901794222284,491.25992203268686,13.89045565029932,4,Rough
46,2024-04-14,Fish Carrier,Long-haul,22.366350734849437,2814.363627101581,961.8204083115896,5.728425621663042,6,Calm
47,2024-04-21,Bulk Carrier,Transoceanic,12.794516281245894,655.5854160566158,993.388381050516,5.985634445703677,4,Moderate
48,2024-04-28,Bulk Carrier,Short-haul,19.8368383660978,1630.234356492313,343.49012819542287,14.92160147287941,9,Moderate
49,2024-05-05,Tanker,Short-haul,22.634369840776596,2212.7051510865867,732.294019581178,6.111994007894344,4,Moderate
50,2024-05-12,Bulk Carrier,Coastal,12.285045197793831,1398.208392657901,317.9834225784308,5.450862376740449,4,Rough
51,2024-05-19,Bulk Carrier,Long-haul,22.805706393896838,1238.720947857131,1635.0656045202695,5.789772445205992,9,Calm
52,2024-05-26,Tanker,Transoceanic,24.14346044264436,543.3801674245008,1311.1180215461518,5.315510462325937,4,Calm
53,2024-06-02,Container Ship,Coastal,20.304865589125072,1763.0069130238526,1794.33911979125,7.291651081001536,7,Calm
54,2024-06-09,Tanker,Short-haul,13.622021384557366,1796.7441655277348,948.2401961078132,6.335935842471926,6,Rough
55,2024-06-16,Fish Carrier,Short-haul,14.861323664408058,709.3117382798814,1598.036965561994,6.734772036698127,8,Moderate
56,2024-06-23,Bulk Carrier,Short-haul,23.090767942374427,907.9932403255552,329.76633644047195,5.830493460464794,7,Calm
57,2024-06-30,Bulk Carrier,Coastal,16.881098558364002,2386.472511435783,281.7302311862889,13.55943427707333,9,Moderate
58,2023-06-04,Fish Carrier,Transoceanic,22.97615308671953,2607.6572120051123,185.5822183086269,14.424414368372208,5,Moderate
59,2023-06-11,Fish Carrier,Transoceanic,12.627770382724258,2310.3486768186617,714.5284147135812,14.77173390331976,6,Moderate
60,2023-06-18,Container Ship,Transoceanic,16.206117896637338,1694.9922066243923,1126.3954654535696,6.09126195440615,1,Calm
61,2023-06-25,Fish Carrier,Transoceanic,21.720764117435323,1087.723073124722,1504.2612279541345,9.384914884165608,6,Moderate
62,2023-07-02,,Short-haul,22.23474504520048,1410.1986992761765,1163.5762957356983,9.555535153001316,9,Rough
63,2023-07-09,Fish Carrier,Transoceanic,14.233242863189652,2871.340278620325,1864.200682751504,9.864785315803427,4,Rough
64,2023-07-16,Container Ship,Coastal,13.033223650277815,1880.767737292074,1782.560482786421,11.971982631358529,1,Moderate
65,2023-07-23,Container Ship,Coastal,13.626297314052406,2171.913058121837,1884.7845770502424,8.037292711452373,6,Moderate
66,2023-07-30,Fish Carrier,Long-haul,24.11177505190057,2085.079555192812,1534.4597905630335,14.296863828594203,6,Calm
67,2023-08-06,Container Ship,Coastal,18.79723204322154,2522.087160868248,1396.1669797280852,9.850448935002984,1,Rough
68,2023-08-13,Container Ship,Short-haul,10.33086383919382,762.0544842316474,738.3471238101585,11.900299894742142,6,Moderate
69,2023-08-20,Bulk Carrier,Coastal,15.534570334578431,2489.8838382742324,1553.6364902099174,8.770965278987156,1,Moderate
70,2023-08-27,Bulk Carrier,Long-haul,15.190056855245334,1765.8055560621217,603.3969431384868,5.120039518450225,6,Moderate
71,2023-09-03,Bulk Carrier,Short-haul,24.608382165882887,1528.226422304626,248.13983649517996,14.645511374178335,7,Calm
72,2023-09-10,Container Ship,Long-haul,15.378922383758178,1144.1659752923915,1648.5306462667793,6.649504139225003,2,Rough
73,2023-09-17,Tanker,Short-haul,10.860553477263633,678.1801644537279,1367.9920815844314,9.040671223022237,3,Calm
74,2023-09-24,Bulk Carrier,Transoceanic,15.815963651376569,1131.9953920322887,1588.179276369645,14.723086135145776,8,Calm
75,2023-10-01,Bulk Carrier,Transoceanic,22.949939628441168,2568.998563163497,582.166633148967,13.400490410810802,3,
76,2023-10-08,Container Ship,Long-haul,24.074835638918927,2397.891603164394,941.271947536091,11.67904924642426,3,Calm
77,2023-10-15,Fish Carrier,Long-haul,21.94581257466596,759.2486537525108,763.1567663016623,6.387618231212331,3,Calm
78,2023-10-22,Tanker,Long-haul,21.45526008408496,2290.7193807553613,489.5708571785907,8.974810171779097,7,Rough
79,2023-10-29,Tanker,Coastal,18.422572427730994,1904.8953482073653,554.3695550737426,9.78525454879795,8,
80,2023-11-05,Fish Carrier,Coastal,20.566539322473886,2351.555053793952,113.85873396023416,13.064044892203173,9,Rough
81,2023-11-12,Bulk Carrier,Short-haul,22.522258535783493,1285.5118566869598,1617.0603902983323,6.496371146793997,7,Moderate
82,2023-11-19,Tanker,Long-haul,23.660382895894134,2539.650339941837,1989.845754515894,7.177800598173862,6,Moderate
83,2023-11-26,Tanker,Coastal,24.757912875175258,2798.159949066523,1677.169305556675,13.943579885296057,7,Calm
84,2023-12-03,Bulk Carrier,Short-haul,21.16316307054549,2204.880949647288,1283.735588550136,11.913643326052355,4,Moderate
85,2023-12-10,Bulk Carrier,Coastal,22.355128936517183,2126.2190960367006,1496.5676078769852,5.932365015428412,5,Rough
86,2023-12-17,Tanker,Short-haul,10.924955564915306,2073.6947282449537,803.8932468788263,6.499952834863465,7,Rough
87,2023-12-24,Fish Carrier,Short-haul,12.068045214677706,1625.000689820786,203.50451259723457,9.533687290778468,3,Rough
88,2023-12-31,Tanker,Short-haul,12.837382586744049,2212.3856125031853,1045.7778731553658,13.258846327225449,5,Rough
89,2024-01-07,Container Ship,Short-haul,21.54155341683892,1097.8258166229484,507.092459008814,5.356472801831503,2,Calm
90,2024-01-14,Container Ship,Coastal,22.390744275780516,1360.1954164997865,1889.5566805368585,6.713454274607868,6,Moderate
91,2024-01-21,Fish Carrier,Coastal,18.75394507154269,534.7910390678554,1809.7699340727625,5.063586107307954,2,
92,2024-01-28,Fish Carrier,Long-haul,22.53121816041339,994.0679081910376,1324.9184855856663,14.294956218589576,1,
93,2024-02-04,Bulk Carrier,Coastal,23.2311354536184,990.9944294934336,872.2901532445106,13.170736694303084,2,Rough
94,2024-02-11,Bulk Carrier,Transoceanic,23.162549410770104,1031.033142147033,87.19641014835607,9.420664725835596,7,Rough
95,2024-02-18,Tanker,Long-haul,19.37909031926465,2371.6460822183,790.3400978788269,14.350741874089284,4,Moderate
96,2024-02-25,Bulk Carrier,Long-haul,22.751649189299822,884.8435545219025,203.55300499167467,11.18707772366485,6,Calm
97,2024-03-03,Container Ship,Coastal,22.73430994661736,2261.898651215809,1096.490897521718,7.143937391658954,9,Moderate
98,2024-03-10,Container Ship,Short-haul,17.948547375737707,1681.5346010401354,350.46830152037575,11.815473286043655,1,Rough
99,2024-03-17,Container Ship,Short-haul,24.381030886384284,1309.6089636591869,842.6011285824479,10.63709572714319,8,Calm
100,2024-03-24,Container Ship,Coastal,22.05902146709268,2029.9785655867363,1088.0447889274103,11.561657160815535,4,Calm
101,2024-03-31,Bulk Carrier,Coastal,19.016056743699306,1085.758391882442,294.63756162861864,14.614544914325007,2,Moderate
102,2024-04-07,Tanker,Long-haul,18.08164831243326,585.1951395152323,72.61347968170176,10.732201191386697,4,Rough
103,2024-04-14,Container Ship,Transoceanic,20.707884502158965,2647.540642102055,190.3658646979656,6.367842676933986,3,Moderate
104,2024-04-21,Container Ship,Short-haul,11.285913444426535,847.7019451349955,1795.9979644704956,6.776042817681343,9,Moderate
105,2024-04-28,Tanker,Coastal,22.720330723656527,869.2677900888766,210.7479062348271,9.462868232134744,4,Calm
106,2024-05-05,Bulk Carrier,Transoceanic,13.855713339227208,1290.3930003511932,1531.7190287158303,8.563354870639081,3,Calm
107,2024-05-12,Container Ship,Transoceanic,22.021651014860204,1682.8123254615134,658.6476200133335,5.1255824397182606,9,Moderate
108,2024-05-19,Tanker,Long-haul,15.085371163692344,2184.9139639257123,1867.4728329368893,11.50645694144034,9,Calm
109,2024-05-26,Tanker,,22.66312886320067,1657.780738941273,1029.7295663534885,12.129400686830392,8,Calm
110,2024-06-02,Fish Carrier,Short-haul,20.118103536332463,2650.936312326542,1376.3057412548058,12.329765982597484,8,
111,2024-06-09,Tanker,Short-haul,11.211368244702545,1892.0775965388384,173.85468144963443,11.720547037880811,3,Rough
112,2024-06-16,Fish Carrier,Long-haul,21.610774225334644,1184.2806339384929,372.2773807060336,14.1798216774783,3,Rough
113,2024-06-23,Fish Carrier,Long-haul,11.36410674150416,2499.9372951701694,1133.16427638594,10.17875760918936,9,Calm
114,2024-06-30,Container Ship,Long-haul,17.230818320639823,829.6163912890756,824.7691330792655,8.37531819030404,7,Moderate
115,2023-06-04,Container Ship,Coastal,17.56599562642772,2813.322842070823,1923.7801740499597,12.32373378995248,4,Moderate
116,2023-06-11,Tanker,Long-haul,23.607546262596085,1537.1550082277506,307.0678066731569,7.038043318429956,1,Calm
117,2023-06-18,Fish Carrier,Transoceanic,21.03046260049329,1934.0625440189408,1033.814919227436,6.7748689125165065,3,Rough
118,2023-06-25,Tanker,Long-haul,14.434172842041407,1432.6218478656606,143.18551182936957,14.906479362010275,8,Calm
119,2023-07-02,Container Ship,Long-haul,19.257277783182843,940.2118700768826,1288.5152922656507,10.21228862390955,8,Rough
120,2023-07-09,Fish Carrier,Short-haul,23.857162045765357,1779.5723490183243,1744.3457070015847,13.91037703031472,6,Rough
121,2023-07-16,Container Ship,Short-haul,13.762472846494964,2693.6341781744354,76.81853583183576,13.154255387924747,4,Moderate
122,2023-07-23,Tanker,Short-haul,19.296927734951016,818.2715961195377,1781.6483466228538,12.723021184598704,2,Rough
123,2023-07-30,Tanker,Coastal,19.87478612951981,892.0089504180587,1364.9278913411497,12.090509517116711,7,Calm
124,2023-08-06,Tanker,Short-haul,17.45313586306862,2521.816659319792,1955.862334252124,10.367868181366546,6,Moderate
125,2023-08-13,Fish Carrier,Long-haul,17.30228227178489,1471.8151459606634,143.36082706132402,14.456739391705089,7,Calm
126,2023-08-20,Fish Carrier,Short-haul,22.85310369520564,893.4271201223166,1822.020106943603,5.157222965260941,8,Moderate
127,2023-08-27,Bulk Carrier,Long-haul,10.13614758600409,1413.987662899329,492.33489240908574,13.164126748116647,6,Rough
128,2023-09-03,Tanker,Transoceanic,18.06087432266928,2894.6493175731785,819.5424200075879,5.0739155664859,7,Calm
129,2023-09-10,Bulk Carrier,Coastal,22.708696943895685,1512.1199436017248,771.3405940785667,9.854360071874662,9,
130,2023-09-17,Tanker,Long-haul,12.354330714149622,2281.872135726888,701.392059526955,14.454350939046185,1,Rough
131,2023-09-24,Container Ship,Short-haul,15.936367625139248,1622.476305949813,1471.943989715755,11.548265464494264,5,Calm
132,2023-10-01,Tanker,Long-haul,24.11753816236322,866.9225910353885,599.2953765121918,7.0328499121276336,2,Moderate
133,2023-10-08,Fish Carrier,Long-haul,16.891821962431344,609.4533253932789,1653.6970133911968,10.591491787585714,8,Moderate
134,2023-10-15,Bulk Carrier,,23.02676383276161,2624.9314916310127,1607.7485621759663,11.709188179648338,4,Calm
135,2023-10-22,,Long-haul,14.645640455943049,2605.7647545065693,1714.8680054951187,11.434510708291231,3,Moderate
136,2023-10-29,Container Ship,Short-haul,14.654169968062666,1313.7168194920737,1000.2327361586558,10.70752840961017,4,Moderate
137,2023-11-05,Tanker,Short-haul,22.55049659301757,638.2856314030071,444.9077101141045,11.292760177264338,6,Moderate
138,2023-11-12,Fish Carrier,Short-haul,11.52588571703331,1895.9180198524664,1391.9366121131222,10.30603425948324,4,Rough
139,2023-11-19,Container Ship,Transoceanic,10.564086375965562,2328.2279129554427,68.08607023486613,7.556608704769079,4,Moderate
140,2023-11-26,Bulk Carrier,Short-haul,21.27536328364927,2990.7949783261106,201.2493835693864,14.910589228365106,1,Calm
141,2023-12-03,Tanker,Transoceanic,11.280037858645777,1554.288936594597,170.93011216807432,12.574489747660063,4,Calm
142,2023-12-10,Container Ship,Long-haul,11.509124379192022,712.0044802107587,1417.081028811442,6.450089190984764,5,Moderate
143,2023-12-17,Bulk Carrier,Long-haul,16.060107430874503,580.8206132035564,817.4420347757251,7.715641287867242,2,Calm
144,2023-12-24,Fish Carrier,Long-haul,11.825531941743249,1131.312598241126,601.8473300403759,13.561475190652445,1,
145,2023-12-31,Container Ship,Short-haul,24.870946137226927,666.6610394365032,268.37372414106983,5.627579457817832,4,Calm
146,2024-01-07,Tanker,Coastal,22.16898544679998,2338.607915169251,1024.4302702344585,12.516953737765146,3,Moderate
147,2024-01-14,Bulk Carrier,Long-haul,10.051668649487908,2403.9186610757824,779.0734063876254,10.117508973340746,6,Rough
148,2024-01-21,,Transoceanic,18.01375878018782,2072.9331482248945,965.638103924766,12.592137475127137,2,Moderate
149,2024-01-28,Fish Carrier,Transoceanic,17.87311698676644,782.8302521319737,431.4782059714309,9.636205592391097,3,Moderate
150,2024-02-04,Container Ship,Transoceanic,11.759008669620776,1400.6177556240752,630.725421793518,7.729929000089688,1,Moderate
151,2024-02-11,Fish Carrier,Long-haul,18.737858223674063,1139.8073951216538,409.55646176009503,8.628002278330554,4,Calm
152,2024-02-18,Bulk Carrier,Coastal,24.317798804896515,1895.169781786336,1466.597696919417,11.046364511025292,7,Rough
153,2024-02-25,Container Ship,Long-haul,18.19935154972382,1777.797179058535,634.6990275348555,14.96654513852569,7,Calm
154,2024-03-03,Fish Carrier,Long-haul,22.03318992296521,1775.9926321390744,427.8846618898507,7.820235294078669,8,Calm
155,2024-03-10,Tanker,Transoceanic,21.636153858822382,2645.442710773264,747.0155177133068,10.96287647632194,5,Calm
156,2024-03-17,Container Ship,Coastal,12.41343850096105,1629.2877031744192,162.8488949566031,13.226933252580084,6,Moderate
157,2024-03-24,Container Ship,Coastal,14.51956330056106,727.4353984506727,1531.943003239085,11.859090498647292,4,Calm
158,2024-03-31,Container Ship,Short-haul,20.51474479326361,1240.0738095476668,1463.46201785871,5.6985100009196845,6,Rough
159,2024-04-07,Container Ship,Long-haul,11.146405599933516,663.0705376843847,1674.7222791081751,6.291202240618111,1,Moderate
160,2024-04-14,,Short-haul,19.63677117809894,1726.3136580260636,597.4695234286294,11.388067245155709,3,Calm
161,2024-04-21,Fish Carrier,Coastal,22.39552874710797,2850.990306766665,1327.006004000104,10.30215163668116,8,Rough
162,2024-04-28,,Long-haul,20.668600538961435,768.7005392797831,1970.770693984898,13.499040579548833,5,Moderate
163,2024-05-05,Bulk Carrier,Short-haul,18.7801182164353,815.6818843155676,599.0109630871578,5.237161008555502,5,Rough
164,2024-05-12,Container Ship,Long-haul,13.062220520554536,998.2115704496134,977.7782866085396,14.684212366845466,9,Calm
165,2024-05-19,Tanker,Transoceanic,24.662488058461456,2330.0596392705997,1453.1875854632376,11.690577634483969,9,Rough
166,2024-05-26,Tanker,Short-haul,16.375372774847907,2638.238853267095,710.5814411897295,8.245658484891656,7,Calm
167,2024-06-02,Tanker,Short-haul,18.34634576402925,1220.9464029379865,570.240320024709,7.900719105736517,3,Calm
168,2024-06-09,,Long-haul,17.481041811155144,2158.420556585356,474.8148915244674,7.167293223622334,6,Rough
169,2024-06-16,Tanker,Short-haul,18.88183975101167,911.169953908013,406.8978730612991,9.256224728521094,7,
170,2024-06-23,Fish Carrier,Transoceanic,15.078960779904662,1751.1251091410795,1566.2892831070094,10.094847300794058,9,Moderate
171,2024-06-30,Bulk Carrier,Coastal,20.260429220715757,1736.8883487634228,1905.153388600581,12.37007662054165,9,Moderate
172,2023-06-04,Bulk Carrier,Short-haul,13.566888998226908,842.4207928340923,1478.097555413333,12.600473315085315,5,Calm
173,2023-06-11,Bulk Carrier,Coastal,12.077621919484413,2120.175380163111,694.4393158150211,9.97630413821541,2,Moderate
174,2023-06-18,Bulk Carrier,Short-haul,22.24647745615789,680.8539742246812,696.9141951103959,8.827087307903643,1,Calm
175,2023-06-25,Fish Carrier,Short-haul,22.627385055475703,2422.0680061048174,1135.2682108277754,11.40092405517483,9,Rough
176,2023-07-02,Container Ship,Short-haul,20.584428860215525,860.2094660768671,1577.80435232208,7.782659249330917,1,Calm
177,2023-07-09,Container Ship,Short-haul,14.38716117156259,2809.618962352385,461.23369602207583,10.191207432276713,4,Calm
178,2023-07-16,Bulk Carrier,Transoceanic,20.493997246649,2876.758444661555,358.93452183719785,12.9375784512435,7,Rough
179,2023-07-23,Fish Carrier,Short-haul,17.813922236869445,2993.2264777684745,351.97585457515885,10.272932500756996,2,Calm
180,2023-07-30,Bulk Carrier,Long-haul,20.913400097544688,1045.699844996902,248.67441701535589,9.101045277521711,7,Calm
181,2023-08-06,Tanker,Long-haul,17.397082299986714,1271.094841252816,579.9752293879335,12.56540520600727,2,Calm
182,2023-08-13,Bulk Carrier,Long-haul,14.761123517119412,2962.4353831258422,1475.650436053245,14.825901267961978,4,Calm
183,2023-08-20,Bulk Carrier,Transoceanic,20.55080822656709,1467.0108653777556,1054.774584893741,7.624080285668958,9,Rough
184,2023-08-27,Bulk Carrier,Short-haul,17.840552614918355,1441.3593843384429,991.0346380989204,11.298249238889152,1,Moderate
185,2023-09-03,Tanker,Coastal,14.156015556024943,2058.2112604207264,1102.1583371333195,14.02060774009693,3,Rough
186,2023-09-10,Fish Carrier,Coastal,13.93964690461294,2928.9597007053776,1494.3153840914758,8.277470964970835,7,Rough
187,2023-09-17,Tanker,Short-haul,16.740151129080118,2396.6385451244937,891.7484215785981,5.365741388341421,4,Calm
188,2023-09-24,Fish Carrier,Transoceanic,11.966200477065035,2371.0740196725155,551.5241240493467,6.750113019874612,8,Rough
189,2023-10-01,Tanker,Long-haul,24.161609234983324,1088.3051250869376,688.4746076488299,5.59581728914479,2,Moderate
190,2023-10-08,Fish Carrier,Transoceanic,10.68182119424876,2489.60676337133,902.366139837881,12.700775665549692,9,Rough
191,2023-10-15,Bulk Carrier,Coastal,13.209630386715686,1528.4347425697729,123.11413792419523,12.659647596837685,3,Rough
192,2023-10-22,Bulk Carrier,Coastal,21.1995294937298,1464.1172737337652,804.6835304189943,11.875788166281996,9,Rough
193,2023-10-29,,Transoceanic,22.43233104125244,2531.105983876845,561.6934341130599,10.65270725735659,3,Calm
194,2023-11-05,Bulk Carrier,Short-haul,10.40342733237961,2081.859253566497,1711.642931629948,13.320022448213845,6,Rough
195,2023-11-12,Bulk Carrier,Coastal,23.821190249780727,730.400031301913,1760.5705856200575,13.8899498724955,1,Rough
196,2023-11-19,Fish Carrier,Coastal,23.949113851677183,2915.4407623603547,758.1107343792058,13.559499327641456,5,Calm
197,2023-11-26,,,11.124057160081914,1493.9085909704977,1279.9689478139544,11.590024142899392,9,Rough
198,2023-12-03,Bulk Carrier,Long-haul,10.699535536033585,928.5279750697532,1899.8772924965876,5.28144793480413,9,Rough
199,2023-12-10,,Coastal,12.256303161555024,568.2895739814443,495.4977037887693,11.859816092175004,1,Calm
200,2023-12-17,Bulk Carrier,Short-haul,24.4180265914611,1510.544266931961,968.5422113904536,5.41647945131854,6,Moderate
201,2023-12-24,Fish Carrier,Coastal,14.744071385272836,1846.0898159506432,1586.1105232986793,5.800639359760536,3,Moderate
202,2023-12-31,Tanker,Long-haul,10.189168636968123,2585.849623663004,692.0631208146759,7.92564009807198,4,Moderate
203,2024-01-07,,Long-haul,24.47516970419958,2253.4898393952826,568.5028501141092,12.313777452782013,6,Rough
204,2024-01-14,Container Ship,Long-haul,18.69640948031676,542.9950926494018,89.98699785645249,14.949667598963144,2,Calm
205,2024-01-21,Container Ship,Coastal,11.47550356228786,1889.103781922713,1085.5696626198933,11.449171614033771,7,Moderate
206,2024-01-28,Tanker,Transoceanic,15.438502014019925,654.163572417415,1143.6927997898813,7.699516906073519,7,Calm
207,2024-02-04,Fish Carrier,Long-haul,13.01344995907204,2613.1450787668955,1705.8707018302869,7.659909399680806,4,Moderate
208,2024-02-11,Fish Carrier,Coastal,23.744104004129237,1925.0860737505016,124.81230719460916,12.197450036777155,5,Rough
209,2024-02-18,Fish Carrier,Transoceanic,24.997043345891857,1644.3030147759282,1576.451140557777,14.704515243951668,6,
210,2024-02-25,Container Ship,Long-haul,15.480292722573571,886.4263763187037,272.2913032442276,8.613753142307058,3,Rough
211,2024-03-03,Tanker,Short-haul,13.955502957478622,2143.305697541926,558.3285567301946,6.309418844323327,3,Calm
212,2024-03-10,Container Ship,Long-haul,10.606897294429794,1481.4107606615648,1902.1544792936625,9.201779024228168,9,Calm
213,2024-03-17,Fish Carrier,Short-haul,15.125084582367794,2947.947521431258,555.2824434815491,7.418693795752071,4,Moderate
214,2024-03-24,Bulk Carrier,Transoceanic,19.83196420878477,1300.4308920860958,91.4398776948818,13.398557554771346,6,Calm
215,2024-03-31,Bulk Carrier,Long-haul,22.208256774242585,1971.8520566127524,654.2609148454466,6.686103618232561,2,Moderate
216,2024-04-07,Tanker,Long-haul,19.69080097867976,2592.1126789578248,1794.532973486104,5.898323429286831,3,
217,2024-04-14,Container Ship,Coastal,18.692705129926647,1143.1765276964604,255.20025975901817,9.279358191988235,8,Moderate
218,2024-04-21,Bulk Carrier,Long-haul,16.051517954598364,1181.8844752093405,1790.8444031116826,5.537587661452147,2,Rough
219,2024-04-28,Bulk Carrier,Coastal,10.365080542504751,1195.3455785652186,247.0565117855771,12.5609641793711,7,Rough
220,2024-05-05,Container Ship,Coastal,23.39345286411203,2356.6644702315066,1788.5736506531564,7.548321081640031,1,Moderate
221,2024-05-12,Fish Carrier,Coastal,13.98516793057668,1814.575071175417,1830.5409580807493,5.066375209679394,2,Calm
222,2024-05-19,Bulk Carrier,,22.37753499196033,1498.2242002477988,448.8957450751796,7.576488894385459,1,Moderate
223,2024-05-26,Fish Carrier,Transoceanic,13.878238887304343,1576.4299942461796,1682.6838013481868,7.0675930465840855,6,Rough
224,2024-06-02,Fish Carrier,Coastal,14.22455022776034,2771.7336427510622,1814.090306396688,7.231079131311797,9,Rough
225,2024-06-09,,Coastal,19.161148016909408,2362.888587733049,1706.6766682254936,8.354079730210968,1,Moderate
226,2024-06-16,Bulk Carrier,Long-haul,20.58447370339251,2416.663727396357,484.6939340212899,10.950853961492063,5,Calm
227,2024-06-23,Bulk Carrier,Long-haul,20.365352008439796,2390.429471730473,427.8228614651433,6.1724643446811776,4,Calm
228,2024-06-30,Bulk Carrier,Coastal,12.198667376414829,1905.923540772965,398.4511297689188,6.702689612760881,1,Calm
