Voyage_ID,Date,Ship_Type,Route_Type,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weekly_Voyage_Count,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Average_Load_Percentage,Seasonal_Impact_Score,Engine_Type,Maintenance_Status,Turnaround_Time_hours,Efficiency_nm_per_kWh,Data_Quality_Flag,Month,Month_str
42,2024-03-17,Fish Carrier,Short-haul,19.419071552067702,709.2839931663912,524.8495811117816,7.788782500287694,1,Calm,1501.248041092048,311525.59705246735,700534.0614604736,55.57671220543142,1.4714393223623028,Diesel,Fair,31.819395902515065,0.9557161015324344,Complete,2024-03,2024-03
43,2024-03-24,Tanker,Unknown,19.089415763654102,1095.2398365567387,1801.174941419045,14.0867307221559,3,Unknown,858.1013194751816,70720.33393137551,382123.5851318304,85.8786744086359,0.7934012693911392,Steam Turbine,Critical,66.85377402493359,0.77620756556292,Incomplete,2024-03,2024-03
44,2024-03-31,Bulk Carrier,Short-haul,21.61731105917084,2065.651623283483,1940.0107153660333,9.754800101390284,1,Rough,542.5147474980067,278975.1088938729,478765.1000824458,78.843438720819,0.6918095424966398,Diesel,Critical,65.65074372983838,0.2399548217110294,Complete,2024-03,2024-03
45,2024-04-07,Container Ship,Transoceanic,16.010102651309822,2523.3901794222284,491.25992203268686,13.89045565029932,4,Rough,1992.2987448201511,492122.2406321598,884546.0509469566,96.16116598517448,1.4351039129132772,Diesel,Good,60.45797688224648,0.8323251379262009,Complete,2024-04,2024-04
46,2024-04-14,Fish Carrier,Long-haul,22.36635073484944,2814.363627101581,961.8204083115896,5.728425621663042,6,Calm,105.61721241769206,400472.4205473725,183054.93596852207,78.74449853732334,0.9573109512294534,Heavy Fuel Oil (HFO),Unknown,28.293241641538977,1.2339394043243523,Incomplete,2024-04,2024-04
47,2024-04-21,Bulk Carrier,Transoceanic,12.794516281245894,655.5854160566158,993.388381050516,5.985634445703677,4,Moderate,208.4259913324196,441678.9643216334,449403.7439150936,98.37501303849577,1.2279629601132362,Diesel,Critical,65.42804403418876,1.123999930728779,Complete,2024-04,2024-04
48,2024-04-28,Bulk Carrier,Short-haul,19.8368383660978,1630.234356492313,343.49012819542287,14.92160147287941,9,Moderate,820.7754313190356,215873.54770714545,290499.5966642238,88.38355632147423,0.8576183302481588,Steam Turbine,Good,13.700478484751072,1.252541685404458,Complete,2024-04,2024-04
49,2024-05-05,Tanker,Short-haul,22.6343698407766,2212.7051510865867,732.294019581178,6.111994007894344,4,Moderate,1740.389222780503,253120.42909758707,188031.6093526313,99.74353433540152,0.7288844051439362,Steam Turbine,Good,71.93544219020802,0.8708181650013952,Complete,2024-05,2024-05
50,2024-05-12,Bulk Carrier,Coastal,12.285045197793831,1398.208392657901,317.9834225784308,5.450862376740449,4,Rough,155.8509197209983,145272.3986029577,520331.3417223507,61.15953557667905,0.7498747005473518,Steam Turbine,Fair,47.48908068821058,0.4186772061496626,Complete,2024-05,2024-05
51,2024-05-19,Bulk Carrier,Long-haul,22.80570639389684,1238.720947857131,1635.0656045202695,5.789772445205992,9,Calm,351.70209832617394,390326.4966270995,886689.1667300587,54.92611561978124,1.051969438011913,Steam Turbine,Good,37.93627311406619,1.48169347390159,Complete,2024-05,2024-05
52,2024-05-26,Tanker,Transoceanic,24.14346044264436,543.3801674245008,1311.1180215461518,5.315510462325937,4,Calm,1488.9018082248197,131593.852927513,999805.8479275,60.44027019437869,1.1320528960856333,Unknown,Fair,34.0158250388927,0.5065105906492506,Incomplete,2024-05,2024-05
53,2024-06-02,Container Ship,Coastal,20.304865589125072,1763.0069130238526,1794.33911979125,7.291651081001536,7,Calm,791.6908955425956,132032.42320286285,676262.648245002,75.89173892863428,0.8378922794538017,Steam Turbine,Good,35.7396343803628,1.1268207787302496,Complete,2024-06,2024-06
54,2024-06-09,Tanker,Short-haul,13.622021384557366,1796.7441655277348,948.2401961078132,6.335935842471926,6,Rough,1091.4532867334128,59734.95343300943,435887.6847007428,75.89203514044692,0.9866546795123686,Heavy Fuel Oil (HFO),Fair,53.021884187998886,0.9084490874217046,Complete,2024-06,2024-06
55,2024-06-16,Fish Carrier,Short-haul,14.861323664408058,709.3117382798814,1598.036965561994,6.734772036698127,8,Moderate,540.2513224560494,141425.49983130553,807517.0860367831,74.16804420299388,1.3506550450933636,Diesel,Fair,58.032128673865344,0.565860643498876,Complete,2024-06,2024-06
56,2024-06-23,Bulk Carrier,Short-haul,23.090767942374427,907.9932403255552,329.76633644047195,5.830493460464794,7,Calm,1242.5905316920268,477292.6442000416,664940.1538508545,52.296443872467705,1.141543080113795,Diesel,Fair,54.517913385427015,0.1117468613956423,Complete,2024-06,2024-06
57,2024-06-30,Bulk Carrier,Coastal,16.881098558364002,2386.472511435783,281.7302311862889,13.55943427707333,9,Moderate,366.8341937043821,421598.701852644,812525.1088385165,60.40725065400047,1.0692660854358451,Diesel,Critical,37.33504047215909,1.1564094180073532,Complete,2024-06,2024-06
58,2023-06-04,Fish Carrier,Transoceanic,22.97615308671953,2607.6572120051123,185.5822183086269,14.424414368372208,5,Moderate,84.22638331964512,314472.3287195554,813657.002379018,85.97582105842528,0.71091478261309,Steam Turbine,Good,58.59998615401543,0.7059234001184281,Complete,2023-06,2023-06
59,2023-06-11,Fish Carrier,Transoceanic,12.627770382724258,2310.3486768186617,714.5284147135812,14.77173390331976,6,Moderate,323.8434230651452,70781.89666710667,416678.5733688634,82.5169134603304,0.8336730550980134,Diesel,Good,41.18334875448186,0.6029091283438426,Complete,2023-06,2023-06
60,2023-06-18,Container Ship,Transoceanic,16.206117896637338,1694.9922066243923,1126.3954654535696,6.09126195440615,1,Calm,1104.2089079974455,42536.2096798976,901048.7090183262,57.369825061645976,0.5999584063391921,Steam Turbine,Critical,12.68627848361711,0.8326669349274286,Complete,2023-06,2023-06
61,2023-06-25,Fish Carrier,Transoceanic,21.720764117435323,1087.723073124722,1504.2612279541345,9.384914884165608,6,Moderate,579.59935283306,325352.1572928887,581986.8867761097,96.7826551470844,0.7741473777757449,Heavy Fuel Oil (HFO),Fair,34.62721135570855,0.808952920623692,Complete,2023-06,2023-06
62,2023-07-02,Unknown,Short-haul,22.23474504520048,1410.1986992761765,1163.5762957356983,9.555535153001316,9,Rough,94.72616341429617,256534.740657498,454223.30149769486,80.20914434603084,0.8622990286457334,Steam Turbine,Fair,49.87513781611889,1.243155149988592,Incomplete,2023-07,2023-07
63,2023-07-09,Fish Carrier,Transoceanic,14.233242863189652,2871.340278620325,1864.200682751504,9.864785315803427,4,Rough,1903.3162809570083,390041.2377104892,636618.7296103676,71.69509886204665,1.0709985992033924,Heavy Fuel Oil (HFO),Fair,13.107210333635129,0.5967809605265433,Complete,2023-07,2023-07
64,2023-07-16,Container Ship,Coastal,13.033223650277815,1880.767737292074,1782.560482786421,11.971982631358529,1,Moderate,641.9897553753472,62561.43176462139,181768.1775035057,56.076578838135234,0.9269361620431475,Heavy Fuel Oil (HFO),Good,23.78391743909741,1.315580862468704,Complete,2023-07,2023-07
65,2023-07-23,Container Ship,Coastal,13.626297314052406,2171.913058121837,1884.7845770502424,8.037292711452373,6,Moderate,1022.99260507648,150803.17749872396,400380.4691638268,50.9252166006388,0.5060023694223946,Steam Turbine,Fair,18.602557063346776,0.2705972865864879,Complete,2023-07,2023-07
66,2023-07-30,Fish Carrier,Long-haul,24.11177505190057,2085.079555192812,1534.4597905630335,14.296863828594203,6,Calm,1164.1045891292963,227391.7424275743,418596.2424455504,79.37185036582353,0.7518773845393915,Steam Turbine,Good,61.7823784879236,0.949127918854366,Complete,2023-07,2023-07
67,2023-08-06,Container Ship,Coastal,18.79723204322154,2522.087160868248,1396.1669797280852,9.850448935002984,1,Rough,236.66647445370285,170901.0012795492,429385.2873620698,68.53854455032652,1.007638538070721,Diesel,Fair,42.526320018459,0.6684052261159563,Complete,2023-08,2023-08
68,2023-08-13,Container Ship,Short-haul,10.33086383919382,762.0544842316474,738.3471238101585,11.900299894742142,6,Moderate,87.83179237762147,362368.2613241501,378330.2102679524,98.3064034881168,0.7085111143400334,Heavy Fuel Oil (HFO),Good,25.79323202816803,1.1792791012628716,Complete,2023-08,2023-08
69,2023-08-20,Bulk Carrier,Coastal,15.534570334578431,2489.8838382742324,1553.6364902099174,8.770965278987156,1,Moderate,842.369994729634,407620.9588975847,864534.0455912978,93.07422294012925,1.0964550023554829,Diesel,Critical,33.30665331858125,0.465448780553699,Complete,2023-08,2023-08
70,2023-08-27,Bulk Carrier,Long-haul,15.190056855245334,1765.8055560621217,603.3969431384868,5.120039518450225,6,Moderate,287.666029092107,107624.6506494904,587512.0806375332,85.5538396308348,1.0874531925293702,Diesel,Good,12.617302224919555,0.599800167365831,Complete,2023-08,2023-08
71,2023-09-03,Bulk Carrier,Short-haul,24.608382165882887,1528.226422304626,248.13983649518,14.645511374178335,7,Calm,1389.4765206136642,279592.0184799551,349190.1412887692,73.72706165166032,1.2958036228451029,Heavy Fuel Oil (HFO),Fair,67.54185971376666,0.6957991922183627,Complete,2023-09,2023-09
72,2023-09-10,Container Ship,Long-haul,15.378922383758178,1144.1659752923915,1648.5306462667793,6.649504139225003,2,Rough,642.6862381662069,361888.9925009548,275275.7889980223,73.00492508060839,1.3628062359939923,Heavy Fuel Oil (HFO),Good,47.85612398096887,0.8065649660426751,Complete,2023-09,2023-09
73,2023-09-17,Tanker,Short-haul,10.860553477263633,678.1801644537279,1367.9920815844314,9.040671223022237,3,Calm,1663.627143238141,224166.4832360188,568594.2905442032,97.97614644658331,1.195838495786619,Heavy Fuel Oil (HFO),Critical,26.772326791157788,0.3086908595946186,Complete,2023-09,2023-09
74,2023-09-24,Bulk Carrier,Transoceanic,15.815963651376569,1131.9953920322887,1588.179276369645,14.723086135145776,8,Calm,949.752649510781,49758.20840138347,643770.940461029,68.43972213022556,1.3692516596091435,Steam Turbine,Critical,63.06716612655209,0.2697257044003822,Complete,2023-09,2023-09
75,2023-10-01,Bulk Carrier,Transoceanic,22.949939628441168,2568.998563163497,582.166633148967,13.400490410810802,3,Unknown,501.4911926697581,93327.17687407712,652250.1870120126,81.62531926929566,0.861326984140642,Heavy Fuel Oil (HFO),Critical,50.69766736687308,0.1899805103541345,Incomplete,2023-10,2023-10
76,2023-10-08,Container Ship,Long-haul,24.074835638918927,2397.891603164394,941.271947536091,11.67904924642426,3,Calm,1072.6534180745862,173623.449374093,774411.2631314773,71.71690750639746,1.3243218515357462,Steam Turbine,Fair,50.16196466907402,0.2396707303610253,Complete,2023-10,2023-10
77,2023-10-15,Fish Carrier,Long-haul,21.94581257466596,759.2486537525108,763.1567663016623,6.387618231212331,3,Calm,505.93779750617455,206866.2387103828,212386.3153602207,85.01899700208241,1.0658389259041834,Steam Turbine,Fair,52.83693725451989,0.63670497826732,Complete,2023-10,2023-10
78,2023-10-22,Tanker,Long-haul,21.45526008408496,2290.7193807553613,489.5708571785907,8.974810171779097,7,Rough,1263.5666579029112,255586.3895261349,58692.721456314175,70.82865638965099,0.9030784906344548,Diesel,Critical,58.13940595131379,0.1002113328171159,Complete,2023-10,2023-10
79,2023-10-29,Tanker,Coastal,18.422572427730994,1904.8953482073653,554.3695550737426,9.78525454879795,8,Unknown,1540.228201075721,194093.86786823443,544245.3163777746,95.6040014146804,1.0176147746131343,Heavy Fuel Oil (HFO),Fair,55.93275894207765,0.9818028192996996,Incomplete,2023-10,2023-10
80,2023-11-05,Fish Carrier,Coastal,20.566539322473886,2351.555053793952,113.85873396023416,13.064044892203173,9,Rough,56.768253818001725,340885.04601048015,914773.6274118556,82.62519487811339,0.591437898331682,Heavy Fuel Oil (HFO),Good,60.59289734307296,0.7348364287633652,Complete,2023-11,2023-11
81,2023-11-12,Bulk Carrier,Short-haul,22.522258535783493,1285.5118566869598,1617.0603902983323,6.496371146793997,7,Moderate,807.4781040500297,310158.8691887318,580710.066285623,66.82371245087965,1.3722384463264343,Diesel,Unknown,30.64954813116523,0.3871452897041875,Incomplete,2023-11,2023-11
82,2023-11-19,Tanker,Long-haul,23.66038289589413,2539.650339941837,1989.845754515894,7.177800598173862,6,Moderate,717.7298639893592,406215.222160617,818075.869741154,53.03947781036467,1.1154573862803845,Heavy Fuel Oil (HFO),Critical,22.9755845013565,0.72267985145727,Complete,2023-11,2023-11
83,2023-11-26,Tanker,Coastal,24.757912875175258,2798.159949066523,1677.169305556675,13.943579885296057,7,Calm,327.6888906139189,112084.16633277002,478315.993273533,85.14536362649945,0.8604490616475308,Steam Turbine,Critical,41.0634605899121,1.1289888986975911,Complete,2023-11,2023-11
84,2023-12-03,Bulk Carrier,Short-haul,21.16316307054549,2204.880949647288,1283.735588550136,11.913643326052355,4,Moderate,941.0064341461516,48020.96711725576,662292.6934896637,66.21775238227227,1.076710031226399,Heavy Fuel Oil (HFO),Fair,48.57155240234911,1.361710732063338,Complete,2023-12,2023-12
85,2023-12-10,Bulk Carrier,Coastal,22.355128936517183,2126.2190960367006,1496.5676078769852,5.932365015428412,5,Rough,942.7804277159972,479544.38458485145,386796.7844229753,78.08026848178852,0.7829482014595659,Unknown,Critical,53.658936439651896,0.2308669981668906,Incomplete,2023-12,2023-12
86,2023-12-17,Tanker,Short-haul,10.924955564915306,2073.6947282449537,803.8932468788263,6.499952834863465,7,Rough,1353.5547702223594,297949.6392157521,78856.6458525122,70.58433957309029,0.8729327820418755,Steam Turbine,Fair,64.0790380613702,0.6655857768026667,Complete,2023-12,2023-12
87,2023-12-24,Fish Carrier,Short-haul,12.068045214677706,1625.000689820786,203.50451259723457,9.533687290778468,3,Rough,1996.661099964432,228088.59674265605,757141.676698376,96.544029390792,1.2232866850235928,Heavy Fuel Oil (HFO),Fair,34.36297772860755,0.3856556011079809,Complete,2023-12,2023-12
88,2023-12-31,Tanker,Short-haul,12.837382586744049,2212.3856125031853,1045.7778731553658,13.258846327225449,5,Rough,1908.2684721730684,115966.714820226,960527.2356847522,98.17216758047572,0.8657883888628682,Diesel,Critical,68.06936801389995,0.222368744828167,Complete,2023-12,2023-12
89,2024-01-07,Container Ship,Short-haul,21.54155341683892,1097.8258166229484,507.092459008814,5.356472801831503,2,Calm,1248.0937832509387,445286.5585587327,553051.001373964,65.91950962233304,0.7175564849640212,Diesel,Critical,29.46760770948608,0.2506588888526875,Complete,2024-01,2024-01
90,2024-01-14,Container Ship,Coastal,22.39074427578052,1360.1954164997865,1889.5566805368585,6.713454274607868,6,Moderate,1499.8812938579358,278292.43779026845,933742.3736285988,74.94568671093387,0.7880167901897442,Diesel,Good,58.086760610921935,1.113977960622187,Complete,2024-01,2024-01
91,2024-01-21,Fish Carrier,Coastal,18.75394507154269,534.7910390678554,1809.7699340727625,5.063586107307954,2,Unknown,1580.03323968601,126607.2718299176,900331.9057389259,57.81442103681273,0.5953439632389875,Diesel,Critical,31.199722539869,0.2924641986129181,Incomplete,2024-01,2024-01
92,2024-01-28,Fish Carrier,Long-haul,22.53121816041339,994.0679081910376,1324.9184855856663,14.294956218589576,1,Unknown,1764.394338865245,488014.68392385537,947163.6269496154,75.01132497756694,1.1336193513152544,Diesel,Critical,20.97410000328972,1.3072239600245084,Incomplete,2024-01,2024-01
